"PLT_CN","SPCD","SAP.PRES","fire.sev","PREV_BAH","ECOSUBCD","MAT_maxanom","MAT_maxanom.z","MAT_maxanom_2050","MAT_maxanom_2050.z","MAT_maxanom_2080","MAT_maxanom_2080.z","CMD_maxanom","CMD_maxanom.z","CMD_maxanom_2050","CMD_maxanom_2050.z","CMD_maxanom_2080","CMD_maxanom_2080.z","MAT_ref_mean","CMD_ref_mean"
40392460010690,93,0,0,10.05032846,"M331Iq",2.1677419,2.857264366,2.6677419,3.51630600832449,4.3677419,5.75704759361489,151.1613,2.201200136,70.1613,1.02168387741069,97.1613,1.41485596359052,0.2322581,214.8387
40392485010690,19,0,0,11.88914048,"M331Ir",2.022581,2.876302746,2.622581,3.729559870066,4.322581,6.14712172196389,128.2258,1.904889381,91.2258,1.3552269333411,111.2258,1.65234177000816,1.277419,311.7742
40392485010690,93,0,0,11.88914048,"M331Ir",2.022581,2.876302746,2.622581,3.729559870066,4.322581,6.14712172196389,128.2258,1.904889381,91.2258,1.3552269333411,111.2258,1.65234177000816,1.277419,311.7742
40392957010690,19,0,0,13.57929478,"M331Gu",2.151613,2.972584306,2.851613,3.93967690817732,4.651613,6.42648645586811,128.6129,1.527303331,114.6129,1.3610505937954,140.6129,1.66980567667595,2.448387,408.3871
40392957010690,93,0,0,13.57929478,"M331Gu",2.151613,2.972584306,2.851613,3.93967690817732,4.651613,6.42648645586811,128.6129,1.527303331,114.6129,1.3610505937954,140.6129,1.66980567667595,2.448387,408.3871
40392966010690,19,0,0,26.41289199,"313Be",1.945161,2.825632246,2.745161,3.98774982804291,4.545161,6.6025143866525,124.0645,1.376344136,73.0645,0.810561410667179,89.0645,0.988061873555105,3.954839,318.9355
40392966010690,93,0,0,26.41289199,"313Be",1.945161,2.825632246,2.745161,3.98774982804291,4.545161,6.6025143866525,124.0645,1.376344136,73.0645,0.810561410667179,89.0645,0.988061873555105,3.954839,318.9355
40392961010690,19,0,0,5.56760478,"M331Gu",2.158065,3.064711464,2.758065,3.91678351888149,4.658065,6.61501169184871,120.5161,1.476392272,62.5161,0.765858561159434,79.5161,0.974118442049483,1.341935,237.4839
40392961010690,93,0,0,5.56760478,"M331Gu",2.158065,3.064711464,2.758065,3.91678351888149,4.658065,6.61501169184871,120.5161,1.476392272,62.5161,0.765858561159434,79.5161,0.974118442049483,1.341935,237.4839
40392965010690,19,0,0,11.36269397,"M331Gu",2.029032,2.871028609,2.729032,3.86151078245969,4.629032,6.54996239705176,86.4194,1.080283146,54.4194,0.680268095087078,69.4194,0.86777515004002,1.670968,199.5806
40392965010690,93,0,0,11.36269397,"M331Gu",2.029032,2.871028609,2.729032,3.86151078245969,4.629032,6.54996239705176,86.4194,1.080283146,54.4194,0.680268095087078,69.4194,0.86777515004002,1.670968,199.5806
40393289010690,19,1,0,13.84483556,"M331Ik",2.0677419,2.813168168,2.6677419,3.62946971011092,4.3677419,5.9423240785146,99.1935,1.582448665,94.1935,1.5026829207982,93.1935,1.48672977200557,0.8322581,300.8065
40393289010690,93,1,0,13.84483556,"M331Ik",2.0677419,2.813168168,2.6677419,3.62946971011092,4.3677419,5.9423240785146,99.1935,1.582448665,94.1935,1.5026829207982,93.1935,1.48672977200557,0.8322581,300.8065
40393461010690,19,0,0,10.63709188,"M331Gu",2.083871,2.904561545,2.883871,4.01962540266001,4.683871,6.52851908229687,96.4839,1.267224321,65.4839,0.860068785644169,79.4839,1.04394547898434,1.916129,264.5161
40393461010690,93,1,0,10.63709188,"M331Gu",2.083871,2.904561545,2.883871,4.01962540266001,4.683871,6.52851908229687,96.4839,1.267224321,65.4839,0.860068785644169,79.4839,1.04394547898434,1.916129,264.5161
